Chromosome	m1A peak middle position	RefSeq ID	Segment	Cell
chr1	154946793	NM_003029	5UTR	HEPG2_common_mRNA
chr1	154946794	NM_003029	5UTR	HEPG2_Glucose_starv_4h
chr1	154946794	NM_003029	5UTR	HEPG2_heat_shock_4h
chr1	154947215	NM_001826	5UTR	HeLa
chr1	154947251	NR_024163	ncRNA	HEPG2_heat_shock_4h
chr1	154950534	NM_001826	CDS	HeLa
chr1	154955858	NM_201398	5UTR	HeLa
chr1	154955937	NM_025207	5UTR	HEK293
chr1	154955992	NM_025207	5UTR	HEPG2_heat_shock_4h
chr1	154956013	NM_025207	5UTR	HEPG2_common_mRNA
chr1	154956019	NM_025207	5UTR	HEPG2_Glucose_starv_4h
chr1	154975278	NM_001256455	5UTR	HEPG2_common_total_RNA
chr1	154975346	NM_001252406	5UTR	HEPG2_common_mRNA
chr1	154982805	NM_001252406	5UTR	HEPG2_heat_shock_4h
chr1	154987705	NM_001252406	CDS	HEPG2_common_mRNA
chr1	154990867	NM_001252406	3UTR	HEPG2_common_mRNA
chr1	155023844	NR_048577	ncRNA	HEPG2_common_mRNA
chr1	155023881	NM_003815	CDS	HeLa
chr1	155023895	NR_048579	ncRNA	HEPG2_common_total_RNA
chr1	155034802	NM_003815	CDS	HeLa
chr1	155034814	NR_048579	ncRNA	HEPG2_common_total_RNA
chr1	155035072	NR_048579	ncRNA	HEPG2_common_total_RNA
chr1	155035082	NM_001261465	3UTR	HEPG2_common_mRNA
chr1	155035089	NM_001261465	3UTR	HEK293
chr1	155035094	NM_003815	3UTR	HeLa
chr1	155051413	NM_004952	5UTR	HEK293
chr1	155051462	NM_004952	CDS	HeLa
chr1	155051468	NM_004952	CDS	HEPG2_common_mRNA
chr1	155100458	NM_004428	CDS	HeLa
chr1	155100469	NM_004428	CDS	HEPG2_common_total_RNA
chr1	155108403	NM_001122837	5UTR	HEPG2_common_mRNA
chr1	155108404	NM_018845	CDS	HeLa
chr1	155112583	NM_018973	CDS	HEPG2_heat_shock_4h
chr1	155112587	NM_018973	CDS	HEPG2_common_mRNA
chr1	155112658	NM_153741	CDS	HeLa
chr1	155141994	NM_173852	CDS	HEPG2_common_mRNA
chr1	155141997	NM_173852	CDS	HeLa
chr1	155142013	NM_173852	CDS	HEK293
chr1	155145290	NM_173852	CDS	HEPG2_common_total_RNA
chr1	155145325	NM_173852	CDS	HeLa
chr1	155145728	NM_173852	CDS	HEPG2_common_mRNA
chr1	155160984	NM_001204286	CDS	HeLa
chr1	155161782	NM_001204286	CDS	HeLa
chr1	155178854	NM_002455	CDS	HEPG2_common_mRNA
chr1	155179082	NM_002455	CDS	HeLa
chr1	155179082	NM_002455	CDS	HEPG2_common_mRNA
chr1	155179083	NM_002455	CDS	HEPG2_common_total_RNA
chr1	155220141	NM_006589	CDS	HeLa
chr1	155220376	NM_006589	CDS	HeLa
chr1	155220379	NM_001267608	CDS	HEK293
chr1	155225062	NM_006589	5UTR	HeLa
chr1	155225095	NM_006589	5UTR	HEPG2_common_total_RNA
chr1	155225128	NM_006589	5UTR	HEPG2_common_mRNA
chr1	155225138	NM_006589	5UTR	HEPG2_Glucose_starv_4h
chr1	155225142	NM_006589	5UTR	HEPG2_heat_shock_4h
chr1	155225143	NM_001267608	5UTR	HEK293
chr1	155225907	NM_005698	3UTR	HeLa
chr1	155230395	NM_005698	CDS	HEPG2_common_mRNA
chr1	155231518	NM_005698	CDS	HeLa
chr1	155231951	NM_052837	5UTR	HEPG2_common_total_RNA
chr1	155231967	NM_005698	5UTR	HEPG2_common_mRNA
chr1	155231988	NM_005698	5UTR	HEPG2_heat_shock_4h
chr1	155238543	NM_001294338	CDS	HEPG2_common_mRNA
chr1	155243069	NM_001294338	5UTR	HEPG2_common_mRNA
chr1	155243137	NM_001294339	5UTR	HEPG2_heat_shock_4h
chr1	155243142	NM_003993	5UTR	HEPG2_common_total_RNA
chr1	155243144	NM_001294338	5UTR	HEPG2_Glucose_starv_4h
chr1	155243170	NM_003993	5UTR	HEK293
chr1	155278722	NM_001242824	5UTR	HeLa
chr1	155282116	NM_001242824	CDS	HeLa
chr1	155294415	NM_001278230	5UTR	HEPG2_heat_shock_4h
chr1	155294458	NM_001278230	5UTR	HEPG2_common_mRNA
chr1	155296899	NM_001278230	CDS	HEPG2_common_mRNA
chr1	155300291	NM_001105203	CDS	HeLa
chr1	155300294	NR_103478	ncRNA	HEPG2_common_total_RNA
chr1	155532071	NM_018489	5UTR	HEPG2_common_total_RNA
chr1	155532186	NR_027023	ncRNA	HEPG2_heat_shock_4h
chr1	155532196	NR_027023	ncRNA	HEPG2_Glucose_starv_4h
chr1	155532454	NR_027023	ncRNA	HEPG2_common_total_RNA
chr1	155532470	NR_027023	ncRNA	HeLa
chr1	155532753	NR_027023	ncRNA	HEPG2_common_mRNA
chr1	155580063	NR_046294	ncRNA	HEPG2_Glucose_starv_4h
chr1	155580097	NR_024117	ncRNA	HeLa
chr1	155580155	NR_046294	ncRNA	HEPG2_common_mRNA
chr1	155580155	NR_046294	ncRNA	HEPG2_heat_shock_4h
chr1	155580293	NR_024117	ncRNA	HeLa
chr1	155629908	NM_001198902	CDS	HeLa
chr1	155657977	NM_001198903	CDS	HEPG2_common_total_RNA
chr1	155658110	NM_001198904	CDS	HEPG2_common_mRNA
chr1	155658158	NM_001198903	CDS	HEPG2_heat_shock_4h
chr1	155658161	NM_001198904	CDS	HEPG2_Glucose_starv_4h
chr1	155658934	NM_004632	5UTR	HeLa
chr1	155658970	NM_033657	5UTR	HEPG2_common_mRNA
chr1	155691400	NM_004632	CDS	HeLa
chr1	155715630	NR_024117	ncRNA	HEPG2_Glucose_starv_4h
chr1	155715630	NR_024117	ncRNA	HEPG2_heat_shock_4h
chr1	155715695	NR_024117	ncRNA	HeLa
chr1	155715777	NR_024117	ncRNA	HEPG2_common_mRNA
chr1	155715880	NR_024117	ncRNA	HeLa
chr1	155735772	NM_032292	CDS	HeLa
chr1	155881097	NM_006912	5UTR	HEPG2_common_mRNA
chr1	155881098	NM_006912	5UTR	HeLa
chr1	155881099	NM_006912	5UTR	HEPG2_Glucose_starv_4h
chr1	155881102	NM_006912	5UTR	HEPG2_heat_shock_4h
chr1	155903567	NM_014949	CDS	HEPG2_common_mRNA
chr1	155903626	NM_014949	CDS	HeLa
chr1	155904154	NM_014949	CDS	HEPG2_heat_shock_4h
chr1	155948179	NM_001162383	CDS	HEPG2_common_mRNA
chr1	155948227	NM_001162383	5UTR	HeLa
chr1	155948233	NM_001162383	5UTR	HEPG2_Glucose_starv_4h
chr1	156005236	NM_020131	3UTR	HeLa
chr1	156006040	NM_020131	3UTR	HEPG2_common_mRNA
chr1	156012596	NM_020131	CDS	HeLa
chr1	156021071	NM_020131	CDS	HeLa
chr1	156021608	NM_020131	CDS	HEPG2_common_mRNA
chr1	156023468	NM_001304342	CDS	HEK293
chr1	156023479	NM_020131	CDS	HeLa
chr1	156023480	NM_020131	CDS	HEPG2_heat_shock_4h
chr1	156023486	NM_020131	CDS	HEPG2_Glucose_starv_4h
chr1	156024666	NM_014017	5UTR	HEPG2_common_mRNA
chr1	156024675	NM_014017	5UTR	HeLa
chr1	156084607	NM_170707	5UTR	HEK293
chr1	156084773	NM_001282625	CDS	HEPG2_common_total_RNA
chr1	156084783	NM_005572	CDS	HeLa
chr1	156104256	NM_001282624	CDS	HEPG2_common_total_RNA
chr1	156104617	NM_005572	CDS	HeLa
chr1	156105802	NM_005572	CDS	HeLa
chr1	156106909	NM_005572	CDS	HeLa
chr1	156109670	NM_170707	3UTR	HEPG2_common_mRNA
chr1	156163979	NM_014655	5UTR	HEPG2_common_mRNA
chr1	156163988	NM_014655	5UTR	HeLa
chr1	156213763	NM_001272105	3UTR	HEPG2_common_mRNA
chr1	156252513	NM_015327	5UTR	HEPG2_common_mRNA
chr1	156252514	NM_015327	5UTR	HeLa
chr1	156252517	NM_015327	5UTR	HEPG2_heat_shock_4h
chr1	156252518	NM_015327	5UTR	HEPG2_common_total_RNA
chr1	156279019	NM_005998	CDS	HeLa
chr1	156307983	NR_036565	ncRNA	HEPG2_common_total_RNA
chr1	156308006	NM_005998	5UTR	HeLa
chr1	156436694	NM_005920	3UTR	HEPG2_common_mRNA
chr1	156438034	NM_005920	CDS	HeLa
chr1	156438667	NM_005920	CDS	HEPG2_common_mRNA
chr1	156470448	NM_005920	5UTR	HEPG2_Glucose_starv_4h
chr1	156470461	NM_005920	5UTR	HEPG2_common_mRNA
chr1	156470469	NM_005920	5UTR	HEPG2_common_total_RNA
chr1	156470475	NM_005920	5UTR	HEPG2_heat_shock_4h
chr1	156470509	NM_005920	5UTR	HeLa
chr1	156539173	NM_178229	CDS	HeLa
chr1	156539179	NM_178229	CDS	HEPG2_heat_shock_4h
chr1	156539187	NM_178229	CDS	HEPG2_common_mRNA
chr1	156539215	NM_178229	CDS	HEPG2_common_total_RNA
chr1	156542286	NM_178229	CDS	HEPG2_Glucose_starv_4h
chr1	156561682	NM_144772	CDS	HEPG2_common_total_RNA
chr1	156561687	NM_144772	CDS	HeLa
chr1	156565110	NM_015590	CDS	HEK293
chr1	156565114	NM_015590	CDS	HEPG2_common_total_RNA
chr1	156565144	NM_182679	CDS	HeLa
chr1	156565166	NM_182679	CDS	HEPG2_heat_shock_4h
chr1	156565213	NM_182679	CDS	HEPG2_common_mRNA
chr1	156568841	NM_182679	5UTR	HEPG2_common_mRNA
chr1	156639766	NM_006617	CDS	HEPG2_heat_shock_4h
chr1	156639769	NM_006617	CDS	HEPG2_common_mRNA
chr1	156640190	NM_006617	CDS	HeLa
chr1	156640332	NM_006617	CDS	HEPG2_Glucose_starv_4h
chr1	156640335	NM_006617	CDS	HEPG2_common_mRNA
chr1	156640351	NM_006617	CDS	HEPG2_heat_shock_4h
chr1	156640533	NM_006617	CDS	HeLa
chr1	156640998	NM_006617	CDS	HEPG2_Glucose_starv_4h
chr1	156641002	NM_006617	CDS	HEPG2_heat_shock_4h
chr1	156641066	NM_006617	CDS	HEPG2_common_mRNA
chr1	156641076	NM_006617	CDS	HeLa
chr1	156642436	NM_006617	CDS	HEPG2_Glucose_starv_4h
chr1	156646643	NM_006617	CDS	HeLa
chr1	156646797	NM_006617	CDS	HEPG2_heat_shock_4h
chr1	156647040	NM_006617	CDS	HEPG2_heat_shock_4h
chr1	156698392	NM_015997	5UTR	HeLa
chr1	156707275	NM_024540	CDS	HeLa
chr1	156708394	NM_024540	CDS	HeLa
chr1	156708442	NM_145729	CDS	HEPG2_common_mRNA
chr1	156708443	NM_145729	CDS	HEPG2_heat_shock_4h
chr1	156708474	NM_024540	CDS	HEPG2_common_total_RNA
chr1	156713651	NM_004494	CDS	HeLa
chr1	156721335	NM_004494	5UTR	HeLa
chr1	156721335	NM_004494	5UTR	HEPG2_common_total_RNA
chr1	156721378	NM_004494	5UTR	HEK293
chr1	156737403	NM_005973	5UTR	HEPG2_common_mRNA
chr1	156737859	NM_005973	CDS	HEPG2_common_total_RNA
chr1	156756631	NM_005973	CDS	HeLa
chr1	156783736	NM_001161443	CDS	HEPG2_common_mRNA
chr1	156783785	NM_001161443	CDS	HeLa
chr1	157105443	NM_001145312	CDS	HEPG2_Glucose_starv_4h
chr1	157106155	NM_001145312	5UTR	HEPG2_heat_shock_4h
chr1	157106157	NM_001145312	5UTR	HEPG2_common_mRNA
chr1	157108160	NM_001145312	5UTR	HEPG2_Glucose_starv_4h
chr1	157108162	NM_001145312	5UTR	HeLa
chr1	157963202	NM_018240	5UTR	HeLa
chr1	157963216	NM_018240	5UTR	HEPG2_common_mRNA
chr1	157963217	NM_018240	5UTR	HEPG2_Glucose_starv_4h
chr1	157963218	NM_018240	5UTR	HEPG2_heat_shock_4h
chr1	157963483	NM_018240	CDS	HEPG2_heat_shock_4h
chr1	159888222	NM_003564	3UTR	HeLa
chr1	159890259	NM_003564	CDS	HeLa
chr1	159890275	NM_001277224	CDS	HEPG2_common_total_RNA
chr1	159895274	NM_003564	5UTR	HEPG2_common_mRNA
chr1	159946610	NR_038849	ncRNA	HEPG2_heat_shock_4h
chr1	160001642	NM_145167	5UTR	HeLa
chr1	160001643	NM_145167	5UTR	HEPG2_common_mRNA
chr1	160001643	NM_145167	5UTR	HEPG2_Glucose_starv_4h
chr1	160001660	NM_145167	5UTR	HEPG2_heat_shock_4h
chr1	160068286	NM_052868	5UTR	HeLa
chr1	160068305	NM_052868	5UTR	HEPG2_common_mRNA
chr1	160068308	NM_052868	5UTR	HEPG2_heat_shock_4h
chr1	160175227	NM_003768	5UTR	HeLa
chr1	160175266	NR_123725	ncRNA	HEPG2_heat_shock_4h
chr1	160175267	NR_123725	ncRNA	HEPG2_Glucose_starv_4h
chr1	160175646	NR_123725	ncRNA	HEPG2_common_mRNA
chr1	160181419	NM_001297576	CDS	HEPG2_common_mRNA
chr1	160182997	NM_003768	CDS	HeLa
chr1	160213786	NR_028106	ncRNA	HEPG2_common_mRNA
chr1	160213786	NR_028106	ncRNA	HEPG2_Glucose_starv_4h
chr1	160232111	NR_028105	ncRNA	HEPG2_Glucose_starv_4h
chr1	160232112	NR_028105	ncRNA	HEPG2_common_mRNA
chr1	160232112	NR_028105	ncRNA	HEPG2_heat_shock_4h
chr1	160232147	NR_028105	ncRNA	HEK293
chr1	160232278	NM_015726	5UTR	HeLa
chr1	160264337	NM_004371	CDS	HeLa
chr1	160312964	NM_004371	5UTR	HeLa
chr1	160312980	NM_004371	5UTR	HEPG2_heat_shock_4h
chr1	160312982	NM_004371	5UTR	HEPG2_common_mRNA
chr1	160370521	NM_020335	5UTR	HEK293
chr1	160991056	NM_016946	5UTR	HEPG2_heat_shock_4h
chr1	161008703	NM_001113205	5UTR	HEPG2_heat_shock_4h
chr1	161008703	NM_001113207	5UTR	HEPG2_Glucose_starv_4h
chr1	161015654	NM_007122	5UTR	HEPG2_common_mRNA
chr1	161015666	NM_007122	5UTR	HEPG2_heat_shock_4h
chr1	161015696	NM_007122	5UTR	HEPG2_Glucose_starv_4h
chr1	161071941	NM_012394	CDS	HeLa
chr1	161087747	NM_012394	CDS	HEPG2_heat_shock_4h
chr1	161087751	NM_012394	CDS	HEPG2_common_mRNA
chr1	161087947	NM_005600	5UTR	HeLa
chr1	161087979	NM_001185093	5UTR	HEPG2_heat_shock_4h
chr1	161087980	NM_001185093	5UTR	HEPG2_common_mRNA
chr1	161094271	NM_032998	5UTR	HeLa
chr1	161102196	NM_001039712	5UTR	HEPG2_heat_shock_4h
chr1	161102216	NM_001039712	5UTR	HEPG2_common_mRNA
chr1	161102219	NM_001039712	5UTR	HEPG2_Glucose_starv_4h
chr1	161102380	NM_032998	5UTR	HEPG2_Glucose_starv_4h
chr1	161102390	NM_032998	5UTR	HEPG2_common_mRNA
chr1	161102399	NM_032998	5UTR	HeLa
chr1	161123760	NM_016406	5UTR	HEPG2_common_mRNA
chr1	161123848	NM_016406	CDS	HeLa
chr1	161123858	NM_016406	CDS	HEPG2_common_total_RNA
chr1	161136287	NM_000309	5UTR	HEPG2_heat_shock_4h
chr1	161136300	NM_001122764	5UTR	HEPG2_Glucose_starv_4h
chr1	161136305	NM_001122764	5UTR	HeLa
chr1	161136323	NM_001122764	5UTR	HEPG2_common_mRNA
chr1	161146347	NM_003779	5UTR	HEPG2_common_mRNA
chr1	161147243	NM_003779	5UTR	HEPG2_Glucose_starv_4h
chr1	161147247	NM_003779	5UTR	HEPG2_heat_shock_4h
chr1	161168714	NM_005099	5UTR	HEPG2_common_mRNA
chr1	161172225	NM_004550	CDS	HeLa
chr1	161172230	NM_004550	CDS	HEPG2_common_mRNA
chr1	161172233	NM_004550	CDS	HEPG2_heat_shock_4h
chr1	161188918	NM_004106	3UTR	HEK293
chr1	161195894	NM_032174	5UTR	HEPG2_common_mRNA
chr1	161195894	NM_032174	5UTR	HEPG2_Glucose_starv_4h
chr1	161195895	NM_032174	5UTR	HEPG2_heat_shock_4h
chr1	161198052	NM_032174	CDS	HEPG2_common_mRNA
chr1	161198268	NM_032174	CDS	HEPG2_Glucose_starv_4h
chr1	161293421	NM_003001	CDS	HeLa
chr1	161332672	NM_003001	3UTR	HeLa
chr1	161719722	NM_007240	CDS	HeLa
chr1	161736169	NM_007348	CDS	HEPG2_common_mRNA
chr1	161736170	NM_007348	CDS	HEPG2_heat_shock_4h
chr1	161736175	NM_007348	CDS	HEPG2_Glucose_starv_4h
chr1	161736179	NM_007348	CDS	HeLa
chr1	161929156	NM_007348	3UTR	HEPG2_heat_shock_4h
chr1	161929234	NM_007348	3UTR	HEPG2_common_mRNA
chr1	161976234	NM_015441	CDS	HEPG2_Glucose_starv_4h
chr1	161976242	NM_015441	CDS	HEPG2_heat_shock_4h
chr1	161987247	NM_015441	CDS	HEPG2_common_mRNA
chr1	161993513	NM_015441	5UTR	HEPG2_Glucose_starv_4h
chr1	161993556	NM_015441	5UTR	HEPG2_common_mRNA
chr1	161993556	NM_015441	5UTR	HEPG2_heat_shock_4h
chr1	161993558	NM_015441	5UTR	HeLa
chr1	162467709	NM_175866	5UTR	HeLa
chr1	162467740	NM_144624	5UTR	HEPG2_common_total_RNA
chr1	162467758	NM_175866	5UTR	HEK293
chr1	162531470	NM_003115	5UTR	HEPG2_heat_shock_4h
chr1	162531484	NM_003115	5UTR	HeLa
chr1	162531484	NM_003115	5UTR	HEPG2_common_mRNA
chr1	162531485	NM_003115	5UTR	HEPG2_Glucose_starv_4h
chr1	163291877	NM_145697	5UTR	HEPG2_heat_shock_4h
chr1	163291882	NM_145697	5UTR	HEPG2_common_mRNA
chr1	164761835	NM_002585	CDS	HeLa
chr1	164761855	NM_001204961	CDS	HEPG2_common_mRNA
chr1	165667723	NM_000696	CDS	HEPG2_common_mRNA
chr1	165738010	NM_019026	CDS	HEPG2_common_mRNA
chr1	165796995	NM_012474	5UTR	HEPG2_common_mRNA
chr1	165797012	NM_012474	5UTR	HeLa
chr1	165797015	NM_012474	5UTR	HEPG2_common_total_RNA
chr1	165797069	NM_012474	5UTR	HEK293
chr1	165878107	NM_012474	3UTR	HeLa
chr1	166808782	NM_017542	5UTR	HEPG2_Glucose_starv_4h
chr1	166808788	NM_017542	5UTR	HEPG2_common_total_RNA
chr1	166808788	NM_017542	5UTR	HEPG2_heat_shock_4h
chr1	166808790	NM_017542	5UTR	HeLa
chr1	166810199	NM_017542	CDS	HEPG2_common_mRNA
chr1	166819583	NM_017542	CDS	HEPG2_common_mRNA
chr1	166819586	NM_017542	CDS	HeLa
chr1	166845424	NM_053053	CDS	HeLa
chr1	166845441	NM_053053	CDS	HEPG2_common_mRNA
chr1	166845450	NM_053053	CDS	HEPG2_heat_shock_4h
chr1	167190170	NM_002697	CDS	HEPG2_Glucose_starv_4h
chr1	167301714	NM_002697	CDS	HeLa
chr1	167394870	NM_002697	3UTR	HEPG2_common_mRNA
chr1	167394872	NM_002697	3UTR	HeLa
chr1	167522835	NM_003851	CDS	HeLa
chr1	167522837	NM_003851	CDS	HEPG2_common_total_RNA
chr1	167691309	NM_003953	5UTR	HeLa
chr1	167691339	NM_003953	5UTR	HEPG2_common_mRNA
chr1	167691352	NM_003953	5UTR	HEPG2_common_total_RNA
chr1	167905072	NM_015415	CDS	HeLa
chr1	167905102	NR_026550	ncRNA	HEPG2_heat_shock_4h
chr1	167905204	NR_026550	ncRNA	HEPG2_common_mRNA
chr1	167906014	NM_001017977	5UTR	HeLa
chr1	167906018	NM_001017977	5UTR	HEPG2_common_mRNA
chr1	167906018	NM_001017977	5UTR	HEPG2_heat_shock_4h
chr1	167906075	NM_018442	5UTR	HEPG2_common_total_RNA
chr1	168054855	NM_153832	CDS	HEPG2_common_mRNA
chr1	168106542	NM_001267609	5UTR	HEPG2_common_mRNA
chr1	168148260	NM_001031800	5UTR	HeLa
chr1	168148315	NM_001031800	CDS	HEPG2_common_mRNA
chr1	168195317	NM_199344	CDS	HEPG2_common_mRNA
chr1	168195319	NM_199344	CDS	HeLa
chr1	168195326	NM_199344	CDS	HEPG2_heat_shock_4h
chr1	169075996	NM_001677	5UTR	HEPG2_common_total_RNA
chr1	169076055	NM_001677	5UTR	HeLa
chr1	169076055	NM_001677	5UTR	HEPG2_common_mRNA
chr1	169336974	NM_197972	5UTR	HEPG2_heat_shock_4h
chr1	169337513	NM_003666	5UTR	HEPG2_heat_shock_4h
chr1	169455092	NM_006996	5UTR	HeLa
chr1	169455093	NM_006996	5UTR	HEPG2_common_mRNA
chr1	169455095	NM_006996	5UTR	HEPG2_Glucose_starv_4h
chr1	170024536	NM_014970	CDS	HEPG2_heat_shock_4h
chr1	170043695	NM_001204514	5UTR	HEPG2_common_mRNA
chr1	170501343	NR_027397	ncRNA	HEPG2_common_mRNA
chr1	170501343	NR_027397	ncRNA	HEPG2_Glucose_starv_4h
chr1	170501369	NM_152281	CDS	HeLa
chr1	170501391	NR_027397	ncRNA	HEPG2_common_total_RNA
chr1	170501643	NR_125958	ncRNA	HEPG2_heat_shock_4h
chr1	170501669	NR_125958	ncRNA	HEPG2_Glucose_starv_4h
chr1	171454767	NM_015172	5UTR	HEPG2_heat_shock_4h
chr1	171454779	NM_015172	5UTR	HEPG2_common_total_RNA
chr1	171454790	NM_015172	5UTR	HEPG2_common_mRNA
chr1	171501849	NM_015172	CDS	HeLa
chr1	171501902	NM_015172	CDS	HEK293
chr1	171501933	NM_015172	CDS	HEPG2_common_mRNA
chr1	171501981	NM_015172	CDS	HEPG2_common_total_RNA
chr1	171526611	NM_015172	CDS	HEK293
chr1	171526799	NM_015172	CDS	HEPG2_common_mRNA
chr1	171526801	NM_015172	CDS	HeLa
chr1	171526916	NM_015172	CDS	HEK293
chr1	171711126	NM_003762	5UTR	HEPG2_heat_shock_4h
chr1	171750919	NM_015935	5UTR	HeLa
chr1	171750943	NM_015935	5UTR	HEPG2_common_mRNA
chr1	171751036	NM_015935	5UTR	HEPG2_Glucose_starv_4h
chr1	171752945	NM_015935	CDS	HEPG2_common_mRNA
chr1	172413163	NM_153747	5UTR	HEPG2_heat_shock_4h
chr1	172413173	NM_153747	5UTR	HEPG2_common_mRNA
chr1	172502386	NM_014283	5UTR	HeLa
chr1	172502397	NM_014283	5UTR	HEPG2_common_mRNA
chr1	173446558	NM_004905	CDS	HeLa
chr1	173446558	NM_004905	CDS	HEPG2_common_total_RNA
chr1	173446585	NM_004905	CDS	HEK293
chr1	173684152	NM_014458	5UTR	HEPG2_common_mRNA
chr1	173684154	NM_014458	5UTR	HEPG2_heat_shock_4h
chr1	173684157	NM_014458	5UTR	HeLa
chr1	173684161	NM_014458	5UTR	HEK293
chr1	173684187	NM_014458	5UTR	HEPG2_Glucose_starv_4h
chr1	173835685	NR_002578	ncRNA	HeLa
chr1	173835934	NR_002578	ncRNA	HeLa
chr1	174128731	NM_014857	5UTR	HeLa
chr1	174128735	NM_014857	5UTR	HEPG2_common_mRNA
chr1	174128738	NM_014857	5UTR	HEPG2_heat_shock_4h
chr1	174969204	NM_014412	5UTR	HeLa
chr1	174969214	NM_014412	5UTR	HEK293
chr1	174969217	NM_014412	5UTR	HEPG2_common_total_RNA
chr1	174992526	NM_022100	CDS	HeLa
chr1	176175861	NM_001286644	5UTR	HEK293
chr1	178062890	NR_027982	ncRNA	HEK293
chr1	178062996	NM_170692	5UTR	HeLa
chr1	178511953	NR_033186	ncRNA	HEPG2_heat_shock_4h
chr1	178694456	NM_001286247	5UTR	HEPG2_Glucose_starv_4h
chr1	178694480	NM_001286247	5UTR	HEPG2_heat_shock_4h
chr1	178995151	NM_014864	5UTR	HEPG2_common_total_RNA
chr1	178995153	NM_014864	5UTR	HeLa
chr1	178995153	NM_014864	5UTR	HEPG2_common_mRNA
chr1	178995153	NM_014864	5UTR	HEPG2_heat_shock_4h
chr1	178995182	NM_014864	5UTR	HEK293
chr1	179198599	NM_007314	5UTR	HEPG2_common_total_RNA
chr1	179198601	NM_001136001	5UTR	HEPG2_Glucose_starv_4h
chr1	179198603	NM_001136001	5UTR	HEPG2_common_mRNA
chr1	179198607	NM_001168238	5UTR	HEPG2_heat_shock_4h
chr1	179198619	NM_001168236	5UTR	HeLa
chr1	179198709	NM_001168236	5UTR	HEK293
chr1	179263013	NM_003101	5UTR	HEPG2_common_mRNA
chr1	179263029	NM_003101	5UTR	HeLa
chr1	179846868	NM_022347	5UTR	HEPG2_Glucose_starv_4h
chr1	179846869	NM_001199260	5UTR	HEPG2_heat_shock_4h
chr1	179846870	NM_022347	5UTR	HEPG2_common_mRNA
chr1	179851531	NM_015602	5UTR	HEPG2_Glucose_starv_4h
chr1	179851537	NM_015602	5UTR	HEPG2_common_mRNA
chr1	179851569	NM_001267578	5UTR	HEPG2_heat_shock_4h
chr1	180166799	NM_002826	3UTR	HeLa
chr1	180199528	NM_033343	5UTR	HEPG2_Glucose_starv_4h
chr1	180235638	NM_033343	CDS	HEPG2_heat_shock_4h
chr1	180235641	NM_033343	CDS	HEPG2_common_mRNA
chr1	180241057	NM_033343	CDS	HEPG2_heat_shock_4h
chr1	180257580	NM_032360	CDS	HeLa
chr1	180471490	NM_032360	5UTR	HeLa
chr1	180471604	NM_032360	5UTR	HEPG2_common_mRNA
chr1	180471812	NM_032360	5UTR	HEK293
chr1	180471843	NM_032360	5UTR	HeLa
chr1	180601240	NM_004736	5UTR	HEK293
chr1	180601280	NM_004736	5UTR	HeLa
chr1	180601282	NM_004736	5UTR	HEPG2_common_mRNA
chr1	180601282	NM_004736	5UTR	HEPG2_Glucose_starv_4h
chr1	180974538	NM_005819	CDS	HEPG2_common_mRNA
chr1	180974561	NM_005819	CDS	HeLa
chr1	180991897	NM_005819	5UTR	HEPG2_common_total_RNA
chr1	180991898	NM_001286210	5UTR	HEK293
chr1	180991905	NM_001286210	5UTR	HEPG2_common_mRNA
chr1	180991905	NM_005819	5UTR	HeLa
chr1	181003177	NM_001531	CDS	HEPG2_common_mRNA
chr1	181058347	NM_016545	CDS	HEPG2_common_total_RNA
chr1	181058425	NM_016545	CDS	HeLa
chr1	181058433	NM_016545	CDS	HEK293
chr1	181058919	NM_016545	CDS	HeLa
chr1	182353569	NM_001033044	CDS	HEK293
chr1	182353641	NM_002065	CDS	HEPG2_common_total_RNA
chr1	182353653	NM_001033044	CDS	HeLa
chr1	182360857	NM_001033044	5UTR	HeLa
chr1	182758866	NM_030769	5UTR	HEPG2_common_mRNA
chr1	182856393	NM_001357	CDS	HeLa
chr1	182992892	NM_002293	CDS	HeLa
chr1	182992903	NM_002293	CDS	HEPG2_common_total_RNA
chr1	182992905	NM_002293	CDS	HEPG2_common_mRNA
chr1	183441660	NM_201568	5UTR	HeLa
chr1	183441690	NM_001174061	5UTR	HEPG2_common_mRNA
chr1	183441709	NM_001174061	5UTR	HEPG2_common_total_RNA
chr1	183604773	NM_005717	CDS	HeLa
chr1	183604791	NM_005717	CDS	HEK293
chr1	183604802	NM_005717	5UTR	HEPG2_common_total_RNA
chr1	184020904	NR_125335	ncRNA	HEPG2_common_mRNA
chr1	184020904	NR_125335	ncRNA	HEPG2_heat_shock_4h
chr1	184020947	NM_052965	CDS	HeLa
chr1	184356348	NM_030806	5UTR	HeLa
chr1	184723815	NM_025191	5UTR	HEPG2_common_mRNA
chr1	184764280	NM_052966	CDS	HEPG2_common_mRNA
chr1	184943526	NM_052966	5UTR	HEPG2_Glucose_starv_4h
chr1	184943535	NM_052966	5UTR	HEPG2_common_mRNA
chr1	184943541	NM_052966	5UTR	HEPG2_heat_shock_4h
chr1	185286250	NM_006469	5UTR	HeLa
chr1	185286277	NM_006469	5UTR	HEPG2_common_total_RNA
chr1	186295309	NM_003292	CDS	HEPG2_common_mRNA
chr1	186344212	NM_003292	5UTR	HEPG2_common_total_RNA
chr1	186344262	NM_003292	5UTR	HEPG2_common_mRNA
chr1	186344297	NM_003292	5UTR	HeLa
