chr	position	gene	segment	strain and medium
I	2878820	SPACUNK4.16c	CDS	WT_Sp1_vegetative
I	2942446	SPAPB2C8.01	CDS	WT_Sp1_EMM-N_medium_4h
I	2945550	SPAPB2C8.01	CDS	WT_Sp1_EMM-N_medium_4h
I	2965441	SPAPB24D3.09c	CDS	WT_Sp1_vegetative
I	2987378	SPAPB1A11.04c	CDS	WT_Sp1_EMM-N_medium_4h
I	3003143	SPNCRNA.74	3UTR	WT_Sp1_EMM-N_medium_4h
I	3003260	SPNCRNA.74	3UTR	WT_Sp1_vegetative
I	3026702	SPAC31G5.19	CDS	WT_Sp1_EMM-N_medium_4h
I	3043218	SPAC24C9.16c	INT	WT_Sp1_vegetative
I	3043219	SPAC24C9.16c	INT	WT_Sp1_EMM-N_medium_4h
I	3085127	SPNCRNA.214	3UTR	WT_Sp1_EMM-N_medium_4h
I	3112958	SPAC589.12	CDS	WT_Sp1_EMM-N_medium_4h
I	3112960	SPAC589.12	CDS	WT_Sp1_vegetative
I	3113795	SPAC688.02c	CDS	WT_Sp1_EMM-N_medium_4h
I	3148692	SPAC3G9.14	CDS	WT_Sp1_EMM-N_medium_4h
I	3153673	SPAC3G9.13c	3UTR	WT_Sp1_vegetative
I	3153676	SPAC3G9.13c	3UTR	WT_Sp1_EMM-N_medium_4h
I	3175449	SPAC3G9.05	CDS	WT_Sp1_EMM-N_medium_4h
I	3175450	SPAC3G9.05	CDS	WT_Sp1_vegetative
I	3186967	SPAC1486.02c	CDS	WT_Sp1_EMM-N_medium_4h
I	3186969	SPAC1486.02c	CDS	WT_Sp1_vegetative
I	3197799	SPAC1486.05	CDS	WT_Sp1_EMM-N_medium_4h
I	3197808	SPAC1486.05	CDS	WT_Sp1_vegetative
I	3205519	SPAC1486.06	CDS	WT_Sp1_EMM-N_medium_4h
I	3206386	SPAC1486.07c	CDS	WT_Sp1_vegetative
I	3225252	SPAC6G10.05c	CDS	WT_Sp1_EMM-N_medium_4h
I	3240270	SPNCRNA.897	5UTR	WT_Sp1_EMM-N_medium_4h
I	3259332	SPAC6G9.07c	CDS	WT_Sp1_vegetative
I	3269003	SPAC6G9.11	3UTR	WT_Sp1_EMM-N_medium_4h
I	3269005	SPAC6G9.11	3UTR	WT_Sp1_vegetative
I	3276093	SPAC6G9.14	CDS	WT_Sp1_EMM-N_medium_4h
I	3276100	SPAC6G9.14	CDS	WT_Sp1_vegetative
I	3281476	SPAPB1E7.01c	3UTR	WT_Sp1_vegetative
I	3282541	SPAPB1E7.01c	CDS	WT_Sp1_EMM-N_medium_4h
I	3282542	SPAPB1E7.01c	CDS	WT_Sp1_vegetative
I	3290243	SPAPB1E7.04c	CDS	WT_Sp1_EMM-N_medium_4h
I	3290656	SPAPB1E7.04c	CDS	WT_Sp1_vegetative
I	3297261	SPAPB1E7.05	CDS	WT_Sp1_EMM-N_medium_4h
I	3297265	SPAPB1E7.05	CDS	WT_Sp1_vegetative
I	3333551	SPAC26A3.01	CDS	WT_Sp1_EMM-N_medium_4h
I	3350901	SPAC26A3.09c	CDS	WT_Sp1_vegetative
I	3350924	SPAC26A3.09c	CDS	WT_Sp1_EMM-N_medium_4h
I	3351721	SPAC26A3.09c	CDS	WT_Sp1_EMM-N_medium_4h
I	3354254	SPAC26A3.10	CDS	WT_Sp1_EMM-N_medium_4h
I	3354258	SPAC26A3.10	CDS	WT_Sp1_vegetative
I	3368333	SPAC26A3.15c	CDS	WT_Sp1_EMM-N_medium_4h
I	3370236	SPAC26A3.15c	5UTR	WT_Sp1_EMM-N_medium_4h
I	3377725	SPAC8E11.07c	3UTR	WT_Sp1_vegetative
I	3418588	SPAC3H5.09c	CDS	WT_Sp1_EMM-N_medium_4h
I	3422392	SPAC3H5.09c	CDS	WT_Sp1_EMM-N_medium_4h
I	3426196	SPAC3H5.08c	INT	WT_Sp1_EMM-N_medium_4h
I	3426196	SPAC3H5.08c	INT	WT_Sp1_vegetative
I	3426812	SPAC3H5.08c	CDS	WT_Sp1_vegetative
I	3426821	SPAC3H5.08c	CDS	WT_Sp1_EMM-N_medium_4h
I	3431826	SPAC3H5.06c	CDS	WT_Sp1_EMM-N_medium_4h
I	3431828	SPAC3H5.06c	CDS	WT_Sp1_vegetative
I	3450274	SPAC3A11.09	CDS	WT_Sp1_vegetative
I	3450298	SPAC3A11.09	CDS	WT_Sp1_EMM-N_medium_4h
I	3482831	SPAC328.04	CDS	WT_Sp1_EMM-N_medium_4h
I	3482845	SPAC328.04	CDS	WT_Sp1_vegetative
I	3486321	SPAC328.05	CDS	WT_Sp1_EMM-N_medium_4h
I	3492173	SPAC328.07c	CDS	WT_Sp1_EMM-N_medium_4h
I	3499902	SPNCRNA.913	3UTR	WT_Sp1_vegetative
I	3501001	SPAC16E8.01	CDS	WT_Sp1_vegetative
I	3501003	SPAC16E8.01	CDS	WT_Sp1_EMM-N_medium_4h
I	3502069	SPAC16E8.01	CDS	WT_Sp1_vegetative
I	3520968	SPAC16E8.11c	CDS	WT_Sp1_EMM-N_medium_4h
I	3528228	SPAC16E8.15	CDS	WT_Sp1_EMM-N_medium_4h
I	3537324	SPAC1B1.01	CDS	WT_Sp1_EMM-N_medium_4h
I	3537327	SPAC1B1.01	CDS	WT_Sp1_vegetative
I	3546588	SPAC1B1.04c	CDS	WT_Sp1_EMM-N_medium_4h
I	3546591	SPAC1B1.04c	CDS	WT_Sp1_vegetative
I	3588259	SPAC17A2.14	CDS	WT_Sp1_vegetative
I	3590277	SPNCRNA.600	3UTR	WT_Sp1_EMM-N_medium_4h
I	3593299	SPAC17G6.03	CDS	WT_Sp1_EMM-N_medium_4h
I	3604144	SPAC17G6.09	CDS	WT_Sp1_EMM-N_medium_4h
I	3605887	SPAC17G6.10	CDS	WT_Sp1_vegetative
I	3605913	SPAC17G6.10	CDS	WT_Sp1_EMM-N_medium_4h
I	3606435	SPAC17G6.10	CDS	WT_Sp1_EMM-N_medium_4h
I	3606449	SPAC17G6.10	CDS	WT_Sp1_vegetative
I	3607919	SPAC17G6.11c	CDS	WT_Sp1_EMM-N_medium_4h
I	3616104	SPAC17G6.13	CDS	WT_Sp1_EMM-N_medium_4h
I	3616115	SPAC17G6.13	CDS	WT_Sp1_vegetative
I	3619482	SPAC17G6.15c	CDS	WT_Sp1_EMM-N_medium_4h
I	3626779	SPAC1142.01	CDS	WT_Sp1_EMM-N_medium_4h
I	3626861	SPAC1142.01	CDS	WT_Sp1_vegetative
I	3633526	SPAC1142.04	CDS	WT_Sp1_EMM-N_medium_4h
I	3640677	SPAC1142.08	CDS	WT_Sp1_EMM-N_medium_4h
I	3640775	SPAC1142.08	CDS	WT_Sp1_vegetative
I	3641728	SPAC1142.08	CDS	WT_Sp1_vegetative
I	3641734	SPAC1142.08	CDS	WT_Sp1_EMM-N_medium_4h
I	3645401	SPAC8C9.03	3UTR	WT_Sp1_EMM-N_medium_4h
I	3678224	SPAC15A10.02	CDS	WT_Sp1_EMM-N_medium_4h
I	3678814	SPAC15A10.02	CDS	WT_Sp1_EMM-N_medium_4h
I	3678821	SPAC15A10.02	CDS	WT_Sp1_vegetative
I	3704342	SPAC15A10.11	CDS	WT_Sp1_EMM-N_medium_4h
I	3704345	SPAC15A10.11	CDS	WT_Sp1_vegetative
I	3705272	SPAC15A10.11	CDS	WT_Sp1_vegetative
I	3718043	SPAC15A10.16	CDS	WT_Sp1_EMM-N_medium_4h
I	3718047	SPAC15A10.16	CDS	WT_Sp1_vegetative
I	3813481	SPAC1F12.06c	3UTR	WT_Sp1_EMM-N_medium_4h
I	3813498	SPAC1F12.06c	3UTR	WT_Sp1_vegetative
I	3839247	SPAC4H3.07c	INT	WT_Sp1_EMM-N_medium_4h
I	3839247	SPAC4H3.07c	INT	WT_Sp1_vegetative
I	3849104	SPAC4H3.11c	CDS	WT_Sp1_EMM-N_medium_4h
I	3865201	SPAC1071.05	CDS	WT_Sp1_EMM-N_medium_4h
I	3912839	SPAC323.04	CDS	WT_Sp1_EMM-N_medium_4h
I	3912844	SPAC323.04	CDS	WT_Sp1_vegetative
I	3927157	SPAC2F3.02	3UTR	WT_Sp1_vegetative
I	3928289	SPAC2F3.04c	CDS	WT_Sp1_vegetative
I	3933351	SPAC2F3.06c	CDS	WT_Sp1_EMM-N_medium_4h
I	3960320	SPAC11G7.01	CDS	WT_Sp1_vegetative
I	3961363	SPAC11G7.01	CDS	WT_Sp1_vegetative
I	3961369	SPAC11G7.01	CDS	WT_Sp1_EMM-N_medium_4h
I	3966874	SPAC11G7.03	CDS	WT_Sp1_EMM-N_medium_4h
I	3966879	SPAC11G7.03	CDS	WT_Sp1_vegetative
I	3978904	SPAPB18E9.02c	CDS	WT_Sp1_EMM-N_medium_4h
I	3978919	SPAPB18E9.02c	CDS	WT_Sp1_vegetative
I	3979524	SPAPB18E9.02c	CDS	WT_Sp1_vegetative
I	3979525	SPAPB18E9.02c	CDS	WT_Sp1_EMM-N_medium_4h
I	3983694	SPAPB18E9.04c	CDS	WT_Sp1_vegetative
I	4015189	SPAC27E2.05	CDS	WT_Sp1_EMM-N_medium_4h
I	4015206	SPAC27E2.05	CDS	WT_Sp1_vegetative
I	4027654	SPAC27E2.09	CDS	WT_Sp1_EMM-N_medium_4h
I	4027657	SPAC27E2.09	CDS	WT_Sp1_vegetative
I	4032085	SPAC27E2.09	CDS	WT_Sp1_EMM-N_medium_4h
I	4055541	SPAC19G12.07c	CDS	WT_Sp1_EMM-N_medium_4h
I	4055547	SPAC19G12.07c	CDS	WT_Sp1_vegetative
I	4057850	SPAC19G12.08	CDS	WT_Sp1_vegetative
I	4073026	SPAC19G12.14	CDS	WT_Sp1_EMM-N_medium_4h
I	4073483	SPAC19G12.14	CDS	WT_Sp1_vegetative
I	4074597	SPAC19G12.14	CDS	WT_Sp1_EMM-N_medium_4h
I	4074598	SPAC19G12.14	CDS	WT_Sp1_vegetative
I	4076135	SPAC19G12.15c	CDS	WT_Sp1_vegetative
I	4079746	SPAC19G12.16c	CDS	WT_Sp1_vegetative
I	4102764	SPAC23A1.14c	CDS	WT_Sp1_EMM-N_medium_4h
I	4107767	SPAC23A1.17	CDS	WT_Sp1_vegetative
I	4107777	SPAC23A1.17	CDS	WT_Sp1_EMM-N_medium_4h
I	4110222	SPAC23A1.17	CDS	WT_Sp1_vegetative
I	4110228	SPAC23A1.17	CDS	WT_Sp1_EMM-N_medium_4h
I	4113479	SPAC23A1.18c	CDS	WT_Sp1_vegetative
I	4125829	SPAC26H5.05	CDS	WT_Sp1_EMM-N_medium_4h
I	4125842	SPAC26H5.05	CDS	WT_Sp1_vegetative
I	4126867	SPAC26H5.05	CDS	WT_Sp1_vegetative
I	4152239	SPAC26H5.13c	CDS	WT_Sp1_EMM-N_medium_4h
I	4152240	SPAC26H5.13c	CDS	WT_Sp1_vegetative
I	4181626	SPAC25B8.13c	CDS	WT_Sp1_vegetative
I	4182086	SPAC25B8.13c	5UTR	WT_Sp1_vegetative
I	4193982	SPAC25B8.19c	CDS	WT_Sp1_EMM-N_medium_4h
I	4193985	SPAC25B8.19c	CDS	WT_Sp1_vegetative
I	4222026	SPAC1F7.03	CDS	WT_Sp1_EMM-N_medium_4h
I	4235932	SPAC1F7.08	CDS	WT_Sp1_vegetative
I	4236587	SPAC1F7.08	CDS	WT_Sp1_vegetative
I	4242166	SPAC1F7.09c	CDS	WT_Sp1_vegetative
I	4242176	SPAC1F7.09c	CDS	WT_Sp1_EMM-N_medium_4h
I	4265983	SPAC2C4.04c	CDS	WT_Sp1_vegetative
I	4267482	SPAC2C4.05	CDS	WT_Sp1_EMM-N_medium_4h
I	4300737	SPAC25G10.03	CDS	WT_Sp1_vegetative
I	4304639	SPAC25G10.05c	3UTR	WT_Sp1_EMM-N_medium_4h
I	4314225	SPAC25G10.09c	CDS	WT_Sp1_vegetative
I	4336322	SPAC27F1.09c	CDS	WT_Sp1_EMM-N_medium_4h
I	4336336	SPAC27F1.09c	CDS	WT_Sp1_vegetative
I	4353194	SPAC23D3.09	3UTR	WT_Sp1_vegetative
I	4353219	SPAC23D3.09	3UTR	WT_Sp1_EMM-N_medium_4h
I	4385322	SPAC1527.03	CDS	WT_Sp1_EMM-N_medium_4h
I	4385329	SPAC1527.03	CDS	WT_Sp1_vegetative
I	4391057	SPAC30.01c	CDS	WT_Sp1_EMM-N_medium_4h
I	4391068	SPAC30.01c	CDS	WT_Sp1_vegetative
I	4393238	SPAC30.02c	CDS	WT_Sp1_EMM-N_medium_4h
I	4393245	SPAC30.02c	CDS	WT_Sp1_vegetative
I	4399338	SPAC30.04c	CDS	WT_Sp1_vegetative
I	4399340	SPAC30.04c	CDS	WT_Sp1_EMM-N_medium_4h
I	4399839	SPAC30.04c	CDS	WT_Sp1_vegetative
I	4403223	SPAC29E6.01	CDS	WT_Sp1_EMM-N_medium_4h
I	4419312	SPAC29E6.10c	CDS	WT_Sp1_vegetative
I	4419317	SPAC29E6.10c	CDS	WT_Sp1_EMM-N_medium_4h
I	4420245	SPAC29E6.10c	CDS	WT_Sp1_vegetative
I	4420276	SPAC29E6.10c	CDS	WT_Sp1_EMM-N_medium_4h
I	4421015	SPAC29E6.10c	CDS	WT_Sp1_vegetative
I	4421027	SPAC29E6.10c	CDS	WT_Sp1_EMM-N_medium_4h
I	4432690	SPAC16.05c	CDS	WT_Sp1_EMM-N_medium_4h
I	4479811	SPAC17C9.12	CDS	WT_Sp1_EMM-N_medium_4h
I	4479828	SPAC17C9.12	CDS	WT_Sp1_vegetative
I	4523690	SPAC27D7.09c	CDS	WT_Sp1_vegetative
I	4529908	SPAC27D7.11c	CDS	WT_Sp1_vegetative
I	4529945	SPAC27D7.11c	CDS	WT_Sp1_EMM-N_medium_4h
I	4530794	SPAC27D7.11c	CDS	WT_Sp1_EMM-N_medium_4h
I	4552654	SPAC637.07	CDS	WT_Sp1_EMM-N_medium_4h
I	4557969	SPNCRNA.999	5UTR	WT_Sp1_EMM-N_medium_4h
I	4569206	SPAC31F12.01	CDS	WT_Sp1_vegetative
I	4569219	SPAC31F12.01	CDS	WT_Sp1_EMM-N_medium_4h
I	4569610	SPAC31F12.01	CDS	WT_Sp1_EMM-N_medium_4h
I	4599049	SPAC12B10.14c	CDS	WT_Sp1_EMM-N_medium_4h
I	4615216	SPAC1093.04c	3UTR	WT_Sp1_EMM-N_medium_4h
I	4615232	SPAC1093.04c	3UTR	WT_Sp1_vegetative
I	4667512	SPAC144.06	3UTR	WT_Sp1_EMM-N_medium_4h
I	4704129	SPAC1834.05	CDS	WT_Sp1_vegetative
I	4704134	SPAC1834.05	CDS	WT_Sp1_EMM-N_medium_4h
I	4711483	SPAC1834.08	CDS	WT_Sp1_vegetative
I	4711496	SPAC1834.08	CDS	WT_Sp1_EMM-N_medium_4h
I	4720753	SPAC1834.11c	CDS	WT_Sp1_EMM-N_medium_4h
I	4720928	SPAC1834.11c	CDS	WT_Sp1_vegetative
I	4727434	SPAC17D4.03c	CDS	WT_Sp1_EMM-N_medium_4h
I	4727437	SPAC17D4.03c	CDS	WT_Sp1_vegetative
I	4750365	SPAPYUG7.03c	CDS	WT_Sp1_vegetative
I	4750366	SPAPYUG7.03c	CDS	WT_Sp1_EMM-N_medium_4h
I	4789592	SPAC22F8.04	5UTR	WT_Sp1_EMM-N_medium_4h
I	4790038	SPAC22F8.04	CDS	WT_Sp1_vegetative
I	4790048	SPAC22F8.04	CDS	WT_Sp1_EMM-N_medium_4h
I	4800909	SPAC22F8.08	CDS	WT_Sp1_EMM-N_medium_4h
I	4818569	SPAC20G4.03c	CDS	WT_Sp1_EMM-N_medium_4h
I	4826864	SPAC20G4.07c	CDS	WT_Sp1_vegetative
I	4826871	SPAC20G4.07c	CDS	WT_Sp1_EMM-N_medium_4h
I	4827883	SPAC20G4.07c	CDS	WT_Sp1_EMM-N_medium_4h
I	4827965	SPAC20G4.07c	CDS	WT_Sp1_vegetative
I	4833003	SPAC4F10.02	CDS	WT_Sp1_EMM-N_medium_4h
I	4834205	SPAC4F10.02	CDS	WT_Sp1_EMM-N_medium_4h
I	4841140	SPAC4F10.07c	CDS	WT_Sp1_EMM-N_medium_4h
I	4848247	SPAC4F10.09c	CDS	WT_Sp1_EMM-N_medium_4h
I	4848283	SPAC4F10.09c	CDS	WT_Sp1_vegetative
I	4858872	SPAC4F10.13c	CDS	WT_Sp1_EMM-N_medium_4h
I	4862321	SPAC4F10.15c	CDS	WT_Sp1_vegetative
I	4863430	SPAC4F10.15c	CDS	WT_Sp1_EMM-N_medium_4h
I	4874355	SPAC4F10.20	INT	WT_Sp1_EMM-N_medium_4h
I	4952036	SPAC1B3.13	CDS	WT_Sp1_vegetative
I	4960454	SPAC1B3.16c	CDS	WT_Sp1_EMM-N_medium_4h
I	4960465	SPAC1B3.16c	CDS	WT_Sp1_vegetative
I	4980742	SPAC1952.08c	CDS	WT_Sp1_vegetative
I	4980744	SPAC1952.08c	CDS	WT_Sp1_EMM-N_medium_4h
I	4983490	SPAC1952.09c	5UTR	WT_Sp1_EMM-N_medium_4h
I	5003703	SPAC890.02c	CDS	WT_Sp1_EMM-N_medium_4h
I	5003708	SPAC890.02c	CDS	WT_Sp1_vegetative
I	5014822	SPAC890.06	CDS	WT_Sp1_EMM-N_medium_4h
I	5014825	SPAC890.06	CDS	WT_Sp1_vegetative
I	5015331	SPAC890.06	CDS	WT_Sp1_EMM-N_medium_4h
I	5040805	SPAC22E12.11c	CDS	WT_Sp1_vegetative
I	5043898	SPAC22E12.13c	CDS	WT_Sp1_EMM-N_medium_4h
I	5051398	SPAC22E12.16c	CDS	WT_Sp1_EMM-N_medium_4h
I	5051411	SPAC22E12.16c	CDS	WT_Sp1_vegetative
I	5052998	SPAC22E12.17c	3UTR	WT_Sp1_vegetative
I	5053014	SPAC22E12.17c	3UTR	WT_Sp1_EMM-N_medium_4h
I	5058502	SPAC22E12.19	CDS	WT_Sp1_EMM-N_medium_4h
I	5058515	SPAC22E12.19	CDS	WT_Sp1_vegetative
I	5061619	SPAC2E12.02	CDS	WT_Sp1_EMM-N_medium_4h
I	5094489	SPAC1006.09	CDS	WT_Sp1_EMM-N_medium_4h
I	5100495	SPAC1250.01	CDS	WT_Sp1_EMM-N_medium_4h
I	5100508	SPAC1250.01	CDS	WT_Sp1_vegetative
I	5116110	SPAC29A4.16	CDS	WT_Sp1_vegetative
I	5116122	SPAC29A4.16	CDS	WT_Sp1_EMM-N_medium_4h
I	5126974	SPAC29A4.11	CDS	WT_Sp1_EMM-N_medium_4h
I	5126979	SPAC29A4.11	CDS	WT_Sp1_vegetative
I	5190156	SPAPJ691.03	CDS	WT_Sp1_vegetative
I	5239203	SPAC14C4.06c	INT	WT_Sp1_vegetative
I	5239208	SPAC14C4.06c	INT	WT_Sp1_EMM-N_medium_4h
I	5240991	SPAC14C4.07	CDS	WT_Sp1_vegetative
I	5240999	SPAC14C4.07	CDS	WT_Sp1_EMM-N_medium_4h
I	5241305	SPAC14C4.07	CDS	WT_Sp1_vegetative
I	5241322	SPAC14C4.07	CDS	WT_Sp1_EMM-N_medium_4h
I	5251536	SPAC14C4.12c	CDS	WT_Sp1_EMM-N_medium_4h
I	5251545	SPAC14C4.12c	CDS	WT_Sp1_vegetative
I	5263660	SPAPJ760.02c	CDS	WT_Sp1_vegetative
I	5263664	SPAPJ760.02c	CDS	WT_Sp1_EMM-N_medium_4h
I	5266023	SPAPJ760.03c	CDS	WT_Sp1_EMM-N_medium_4h
I	5266023	SPAPJ760.03c	CDS	WT_Sp1_vegetative
I	5274383	SPAC2H10.01	CDS	WT_Sp1_vegetative
I	5304908	SPAC11E3.11c	CDS	WT_Sp1_vegetative
I	5307359	SPAC11E3.13c	CDS	WT_Sp1_EMM-N_medium_4h
I	5307362	SPAC11E3.13c	CDS	WT_Sp1_vegetative
I	5322662	SPAP8A3.05	CDS	WT_Sp1_EMM-N_medium_4h
I	5329320	SPAP8A3.08	CDS	WT_Sp1_EMM-N_medium_4h
I	5342569	SPAP8A3.13c	CDS	WT_Sp1_EMM-N_medium_4h
I	5342573	SPAP8A3.13c	CDS	WT_Sp1_vegetative
I	5346600	SPAC4D7.01c	CDS	WT_Sp1_EMM-N_medium_4h
I	5370676	SPAC4D7.10c	CDS	WT_Sp1_EMM-N_medium_4h
I	5373427	SPAC4D7.14	CDS	WT_Sp1_EMM-N_medium_4h
I	5376194	SPAC4D7.13	CDS	WT_Sp1_EMM-N_medium_4h
I	5378542	SPAC3G6.01	CDS	WT_Sp1_EMM-N_medium_4h
I	5378546	SPAC3G6.01	CDS	WT_Sp1_vegetative
I	5403863	SPAC29B12.01	CDS	WT_Sp1_EMM-N_medium_4h
I	5403871	SPAC29B12.01	CDS	WT_Sp1_vegetative
I	5409011	SPAC29B12.02c	CDS	WT_Sp1_EMM-N_medium_4h
I	5412606	SPAC29B12.03	CDS	WT_Sp1_EMM-N_medium_4h
I	5412607	SPAC29B12.03	CDS	WT_Sp1_vegetative
I	5423014	SPAC29B12.07	CDS	WT_Sp1_vegetative
I	5423017	SPAC29B12.07	CDS	WT_Sp1_EMM-N_medium_4h
I	5429917	SPAC29B12.08	CDS	WT_Sp1_EMM-N_medium_4h
I	5430688	SPAC29B12.08	CDS	WT_Sp1_vegetative
I	5430913	SPAC29B12.08	CDS	WT_Sp1_EMM-N_medium_4h
I	5450641	SPAC1039.02	CDS	WT_Sp1_vegetative
I	5458804	SPAC1039.05c	CDS	WT_Sp1_EMM-N_medium_4h
I	5470978	SPAC1039.10	CDS	WT_Sp1_EMM-N_medium_4h
I	5474278	SPAC1039.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	58454	SPBPB21E7.01c	CDS	WT_Sp1_EMM-N_medium_4h
II	64789	SPBPB21E7.04c	CDS	WT_Sp1_EMM-N_medium_4h
II	84743	SPBPB10D8.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	85312	SPBPB10D8.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	167460	SPBC1683.12	5UTR	WT_Sp1_EMM-N_medium_4h
II	210049	SPBC660.08	CDS	WT_Sp1_EMM-N_medium_4h
II	273052	SPBC800.10c	CDS	WT_Sp1_vegetative
II	273053	SPBC800.10c	CDS	WT_Sp1_EMM-N_medium_4h
II	282466	SPBC1773.01	CDS	WT_Sp1_EMM-N_medium_4h
II	282470	SPBC1773.01	CDS	WT_Sp1_vegetative
II	351598	SPBC1271.09	CDS	WT_Sp1_EMM-N_medium_4h
II	351600	SPBC1271.09	CDS	WT_Sp1_vegetative
II	363721	SPBC1271.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	363755	SPBC1271.05c	CDS	WT_Sp1_vegetative
II	382762	SPBC106.04	CDS	WT_Sp1_EMM-N_medium_4h
II	383829	SPBC106.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	383831	SPBC106.05c	CDS	WT_Sp1_vegetative
II	412546	SPBC106.17c	CDS	WT_Sp1_vegetative
II	420219	SPBC582.03	5UTR	WT_Sp1_EMM-N_medium_4h
II	420223	SPBC582.03	5UTR	WT_Sp1_vegetative
II	421277	SPBC582.03	CDS	WT_Sp1_vegetative
II	421280	SPBC582.03	CDS	WT_Sp1_EMM-N_medium_4h
II	431660	SPBC582.07c	CDS	WT_Sp1_EMM-N_medium_4h
II	431667	SPBC582.07c	CDS	WT_Sp1_vegetative
II	462787	SPBC428.10	CDS	WT_Sp1_vegetative
II	462802	SPBC428.10	CDS	WT_Sp1_EMM-N_medium_4h
II	463293	SPBC428.10	CDS	WT_Sp1_EMM-N_medium_4h
II	495660	SPBC902.06	CDS	WT_Sp1_vegetative
II	495676	SPBC902.06	CDS	WT_Sp1_EMM-N_medium_4h
II	524614	SPNCRNA.1367	5UTR	WT_Sp1_EMM-N_medium_4h
II	552460	SPBC354.05c	CDS	WT_Sp1_vegetative
II	552477	SPBC354.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	554066	SPBC354.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	554069	SPBC354.05c	CDS	WT_Sp1_vegetative
II	555929	SPBC354.06	CDS	WT_Sp1_vegetative
II	555931	SPBC354.06	CDS	WT_Sp1_EMM-N_medium_4h
II	582005	SPBC354.13	CDS	WT_Sp1_vegetative
II	587090	SPBC354.15	CDS	WT_Sp1_EMM-N_medium_4h
II	598868	SPBC839.02	CDS	WT_Sp1_EMM-N_medium_4h
II	641745	SPBC947.15c	CDS	WT_Sp1_EMM-N_medium_4h
II	653199	SPBC947.10	CDS	WT_Sp1_EMM-N_medium_4h
II	653852	SPBC947.10	CDS	WT_Sp1_EMM-N_medium_4h
II	660538	SPBC947.07	CDS	WT_Sp1_vegetative
II	681981	SPBC947.01	CDS	WT_Sp1_EMM-N_medium_4h
II	681982	SPBC947.01	CDS	WT_Sp1_vegetative
II	688665	SPBPJ4664.02	CDS	WT_Sp1_vegetative
II	688759	SPBPJ4664.02	CDS	WT_Sp1_EMM-N_medium_4h
II	721263	SPBC119.05c	3UTR	WT_Sp1_vegetative
II	730402	SPBC119.07	CDS	WT_Sp1_EMM-N_medium_4h
II	762028	SPBC577.06c	CDS	WT_Sp1_EMM-N_medium_4h
II	762035	SPBC577.06c	CDS	WT_Sp1_vegetative
II	767387	SPBC577.08c	CDS	WT_Sp1_vegetative
II	767397	SPBC577.08c	CDS	WT_Sp1_EMM-N_medium_4h
II	816289	SPBC530.11c	CDS	WT_Sp1_vegetative
II	817012	SPBC530.11c	CDS	WT_Sp1_vegetative
II	817020	SPBC530.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	824512	SPBC530.13	CDS	WT_Sp1_EMM-N_medium_4h
II	827769	SPBC530.14c	CDS	WT_Sp1_vegetative
II	827781	SPBC530.14c	CDS	WT_Sp1_EMM-N_medium_4h
II	845424	SPNCRNA.1391	5UTR	WT_Sp1_EMM-N_medium_4h
II	845424	SPNCRNA.1391	5UTR	WT_Sp1_vegetative
II	862161	SPBC36.10	3UTR	WT_Sp1_EMM-N_medium_4h
II	862170	SPBC36.10	3UTR	WT_Sp1_vegetative
II	863803	SPBC36.11	CDS	WT_Sp1_EMM-N_medium_4h
II	885435	SPBC713.09	CDS	WT_Sp1_vegetative
II	893332	SPBC713.12	CDS	WT_Sp1_EMM-N_medium_4h
II	893465	SPBC713.12	CDS	WT_Sp1_vegetative
II	919565	SPBC216.07c	CDS	WT_Sp1_EMM-N_medium_4h
II	985492	SPBP35G2.10	CDS	WT_Sp1_EMM-N_medium_4h
II	987517	SPBP35G2.11c	CDS	WT_Sp1_vegetative
II	987532	SPBP35G2.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	994399	SPBP35G2.14	CDS	WT_Sp1_vegetative
II	994431	SPBP35G2.14	CDS	WT_Sp1_EMM-N_medium_4h
II	997308	SPBC146.01	CDS	WT_Sp1_vegetative
II	997326	SPBC146.01	CDS	WT_Sp1_EMM-N_medium_4h
II	999087	SPBC146.01	CDS	WT_Sp1_EMM-N_medium_4h
II	999093	SPBC146.01	CDS	WT_Sp1_vegetative
II	999620	SPBC146.01	CDS	WT_Sp1_EMM-N_medium_4h
II	1016668	SPBC146.09c	CDS	WT_Sp1_vegetative
II	1016669	SPBC146.09c	CDS	WT_Sp1_EMM-N_medium_4h
II	1053254	SPBC337.12	CDS	WT_Sp1_vegetative
II	1055683	SPBC337.14	CDS	WT_Sp1_vegetative
II	1057140	SPBC337.15c	CDS	WT_Sp1_EMM-N_medium_4h
II	1057147	SPBC337.15c	CDS	WT_Sp1_vegetative
II	1067137	SPBC1734.04	CDS	WT_Sp1_EMM-N_medium_4h
II	1075214	SPBC1734.08	CDS	WT_Sp1_vegetative
II	1075225	SPBC1734.08	CDS	WT_Sp1_EMM-N_medium_4h
II	1093422	SPBC1734.16c	CDS	WT_Sp1_vegetative
