Chromosome	m1A peak middle position	RefSeq ID	Segment	Cell
chr6	128438525	NM_010219	5UTR	Liver
chr6	129533345	NM_020590	5UTR	Liver
chr6	129541246	NM_020590	3UTR	Liver
chr6	134830413	NM_177687	5UTR	Liver
chr6	134920558	NM_009875	5UTR	Liver
chr6	136808421	NM_177688	CDS	Liver
chr6	140624091	NM_001005605	CDS	Liver
chr6	143204674	NM_029250	3UTR	Liver
chr6	145250132	NM_021284	5UTR	Liver
chr6	148831380	NM_001081113	5UTR	Liver
chr6	149014216	NM_177192	CDS	Liver
chr7	3694637	NM_001164205	CDS	Liver
chr7	4426226	NM_175372	3UTR	Liver
chr7	5051667	NM_026900	5UTR	Liver
chr7	5062275	NM_133671	5UTR	Liver
chr7	6132146	NM_001013012	CDS	Liver
chr7	7296036	NM_001302386	5UTR	Liver
chr7	12998100	NM_009512	5UTR	Liver
chr7	13037772	NM_145578	5UTR	Liver
chr7	15939600	NM_133831	CDS	Liver
chr7	15945967	NM_133831	CDS	Liver
chr7	16278448	NM_001136471	CDS	Liver
chr7	16422433	NM_198631	CDS	Liver
chr7	16423906	NM_198631	CDS	Liver
chr7	17027774	NM_011155	CDS	Liver
chr7	19083955	NR_126095	ncRNA	Liver
chr7	19612687	NM_001290457	CDS	Liver
chr7	19689592	NM_001110009	CDS	Liver
chr7	19691989	NM_001110009	CDS	Liver
chr7	19696705	NM_009696	CDS	Liver
chr7	19697574	NM_009696	CDS	Liver
chr7	19715182	NM_001109748	CDS	Liver
chr7	19760142	NM_020486	CDS	Liver
chr7	24884807	NM_023133	5UTR	Liver
chr7	25237590	NM_001031667	CDS	Liver
chr7	25380658	NM_010719	CDS	Liver
chr7	25641772	NM_007533	CDS	Liver
chr7	27132571	NM_007817	CDS	Liver
chr7	27133309	NM_007817	CDS	Liver
chr7	27196027	NM_001290511	5UTR	Liver
chr7	27327454	NM_001113549	CDS	Liver
chr7	27542836	NM_011116	5UTR	Liver
chr7	28169791	NM_007991	5UTR	Liver
chr7	28174670	NM_007991	CDS	Liver
chr7	28294758	NM_007866	CDS	Liver
chr7	28351042	NM_013647	CDS	Liver
chr7	28352543	NM_013647	CDS	Liver
chr7	28393117	NM_019458	5UTR	Liver
chr7	28811055	NM_177301	CDS	Liver
chr7	28962183	NM_021895	CDS	Liver
chr7	29101778	NM_009109	CDS	Liver
chr7	29155983	NM_001146023	CDS	Liver
chr7	29180406	NM_026545	CDS	Liver
chr7	29281818	NM_011464	5UTR	Liver
chr7	30027164	NM_001033355	3UTR	Liver
chr7	30193967	NM_009795	CDS	Liver
chr7	30972068	NM_001164184	CDS	Liver
chr7	31051776	NM_052992	3UTR	Liver
chr7	31103386	NM_001276269	CDS	Liver
chr7	34389447	NM_025948	CDS	Liver
chr7	35056428	NM_009884	5UTR	Liver
chr7	35119709	NM_001287514	CDS	Liver
chr7	35120409	NM_007678	CDS	Liver
chr7	38019432	NM_011274	5UTR	Liver
chr7	38183383	NM_001085385	5UTR	Liver
chr7	39535483	NM_001004139	CDS	Liver
chr7	44815161	NR_033136	ncRNA	Liver
chr7	44816489	NR_033136	ncRNA	Liver
chr7	44850161	NM_001253920	5UTR	Liver
chr7	44852828	NM_001253920	CDS	Liver
chr7	44978229	NR_045521	ncRNA	Liver
chr7	45126139	NM_009438	CDS	Liver
chr7	45128705	NM_009438	CDS	Liver
chr7	45142010	NM_145954	CDS	Liver
chr7	45154398	NM_029406	5UTR	Liver
chr7	45157719	NM_001278207	CDS	Liver
chr7	45376965	NR_126539	ncRNA	Liver
chr7	45459674	NM_010240	5UTR	Liver
chr7	45488155	NM_027903	CDS	Liver
chr7	45495105	NM_008749	CDS	Liver
chr7	45715102	NM_020011	5UTR	Liver
chr7	45872964	NM_133950	5UTR	Liver
chr7	46020627	NM_018795	CDS	Liver
chr7	46033856	NM_153057	CDS	Liver
chr7	46740818	NM_009117	CDS	Liver
chr7	46741347	NM_009117	CDS	Liver
chr7	46752348	NM_011314	CDS	Liver
chr7	46753501	NM_011314	CDS	Liver
chr7	46851021	NR_102727	ncRNA	Liver
chr7	46919877	NM_021884	5UTR	Liver
chr7	49556993	NM_175272	CDS	Liver
chr7	65326370	NM_009386	CDS	Liver
chr7	65354873	NM_009386	CDS	Liver
chr7	71909953	NR_130995	ncRNA	Liver
chr7	79323565	NM_018811	CDS	Liver
chr7	79348395	NM_018811	CDS	Liver
chr7	79350802	NM_018811	CDS	Liver
chr7	79742967	NM_011068	5UTR	Liver
chr7	80371206	NM_172903	5UTR	Liver
chr7	80402600	NM_011046	5UTR	Liver
chr7	80993736	NM_178707	5UTR	Liver
chr7	83632086	NM_023377	CDS	Liver
chr7	84605705	NM_010176	CDS	Liver
chr7	89338636	NM_028343	5UTR	Liver
chr7	90130466	NM_146194	5UTR	Liver
chr7	90443691	NR_073438	ncRNA	Liver
chr7	90457125	NM_025460	5UTR	Liver
chr7	99164674	NM_026384	CDS	Liver
chr7	99858798	NM_025668	CDS	Liver
chr7	100371793	NM_028292	CDS	Liver
chr7	100658401	NM_001291336	5UTR	Liver
chr7	101011922	NM_001302347	5UTR	Liver
chr7	101321327	NM_019990	5UTR	Liver
chr7	101321882	NM_019990	CDS	Liver
chr7	101342602	NM_019990	CDS	Liver
chr7	101343247	NM_019990	CDS	Liver
chr7	101346153	NM_019990	3UTR	Liver
chr7	101504667	NM_001143848	CDS	Liver
chr7	102039660	NM_029211	CDS	Liver
chr7	102250085	NM_019566	5UTR	Liver
chr7	105592190	NM_017371	CDS	Liver
chr7	107370899	NM_021889	5UTR	Liver
chr7	108934572	NM_025344	CDS	Liver
chr7	114562892	NR_110408	ncRNA	Liver
chr7	116093429	NM_019772	5UTR	Liver
chr7	120899459	NM_001267710	CDS	Liver
chr7	122289262	NM_008855	5UTR	Liver
chr7	126200355	NM_028816	5UTR	Liver
chr7	126487467	NM_001163713	CDS	Liver
chr7	126487730	NM_001163713	CDS	Liver
chr7	126583205	NM_009907	5UTR	Liver
chr7	126786173	NM_019674	CDS	Liver
chr7	126792157	NM_019674	CDS	Liver
chr7	127272663	NM_009266	CDS	Liver
chr7	127273625	NM_009266	CDS	Liver
chr7	127342903	NM_146202	3UTR	Liver
chr7	127512130	NR_024331	ncRNA	Liver
chr7	127705119	NM_009746	CDS	Liver
chr7	127752361	NM_172748	CDS	Liver
chr7	127895509	NM_178600	CDS	Liver
chr7	127972671	NM_139149	CDS	Liver
chr7	127981491	NM_139149	CDS	Liver
chr7	133709429	NM_025392	CDS	Liver
chr7	140773129	NM_021282	CDS	Liver
chr7	140878046	NM_001177804	CDS	Liver
chr7	140955859	NM_030694	CDS	Liver
chr7	141009768	NM_025378	CDS	Liver
chr7	141010626	NM_025378	CDS	Liver
chr7	141228849	NM_001081118	5UTR	Liver
chr7	141457432	NR_028142	ncRNA	Liver
chr7	141473367	NM_025593	CDS	Liver
chr7	142387800	NM_009983	CDS	Liver
chr7	143052900	NM_133655	5UTR	Liver
chr8	8690420	NM_176849	5UTR	Liver
chr8	11478481	NR_126558	ncRNA	Liver
chr8	11635646	NM_001281975	5UTR	Liver
chr8	13055462	NM_001242368	CDS	Liver
chr8	13494381	NM_019521	5UTR	Liver
chr8	20297388	NR_030708	ncRNA	Liver
chr8	20424688	NR_028428	ncRNA	Liver
chr8	22395786	NM_181325	5UTR	Liver
chr8	22587589	NM_001198998	CDS	Liver
chr8	22588767	NM_001198998	CDS	Liver
chr8	23191587	NM_018743	5UTR	Liver
chr8	23237561	NM_024240	5UTR	Liver
chr8	23256888	NM_020585	5UTR	Liver
chr8	25976650	NM_029884	CDS	Liver
chr8	27042668	NM_001039078	CDS	Liver
chr8	27260468	NM_007918	CDS	Liver
chr8	33599929	NM_017374	CDS	Liver
chr8	33653650	NM_010344	CDS	Liver
chr8	35495416	NM_026067	5UTR	Liver
chr8	40917196	NM_001044740	3UTR	Liver
chr8	40993232	NM_001005863	3UTR	Liver
chr8	46527248	NM_007981	CDS	Liver
chr8	47529421	NM_177240	CDS	Liver
chr8	47674770	NM_023503	5UTR	Liver
chr8	47990369	NM_133791	5UTR	Liver
chr8	54529867	NM_029701	CDS	Liver
chr8	66889384	NM_001163564	CDS	Liver
chr8	69769238	NM_177899	CDS	Liver
chr8	69996106	NM_145596	5UTR	Liver
chr8	70084494	NM_177900	CDS	Liver
chr8	70353172	NM_030680	5UTR	Liver
chr8	70608212	NM_133772	5UTR	Liver
chr8	70631564	NM_011819	CDS	Liver
chr8	70699153	NM_010592	CDS	Liver
chr8	70896274	NM_029751	CDS	Liver
chr8	71465038	NM_053162	CDS	Liver
chr8	71465320	NM_053162	CDS	Liver
chr8	72219954	NM_026455	CDS	Liver
chr8	72461560	NM_138585	CDS	Liver
chr8	72463243	NM_138585	CDS	Liver
chr8	75033767	NM_001136259	5UTR	Liver
chr8	80880330	NM_021356	5UTR	Liver
chr8	83566876	NM_025843	CDS	Liver
chr8	84706938	NM_001297601	3UTR	Liver
chr8	84800196	NM_010906	5UTR	Liver
chr8	84842746	NM_007591	CDS	Liver
chr8	84846776	NM_007591	CDS	Liver
chr8	84857127	NM_025648	CDS	Liver
chr8	84893098	NM_008097	CDS	Liver
chr8	84922831	NR_103491	ncRNA	Liver
chr8	84970291	NM_011563	CDS	Liver
chr8	85025192	NM_019652	CDS	Liver
chr8	85027067	NM_026760	CDS	Liver
chr8	85029597	NM_026760	CDS	Liver
chr8	85083381	NM_010764	CDS	Liver
chr8	86745917	NR_027829	ncRNA	Liver
chr8	86885135	NM_030563	5UTR	Liver
chr8	88257583	NM_001164499	3UTR	Liver
chr8	88705807	NM_001128171	CDS	Liver
chr8	94172842	NM_008630	5UTR	Liver
chr8	94173176	NM_008630	CDS	Liver
chr8	94173440	NM_008630	3UTR	Liver
chr8	94179301	NM_013602	5UTR	Liver
chr8	94386655	NM_022331	CDS	Liver
chr8	94863636	NM_009090	3UTR	Liver
chr8	95807253	NR_015574	ncRNA	Liver
chr8	95864985	NM_010325	3UTR	Liver
chr8	95888297	NM_010325	CDS	Liver
chr8	105048693	NM_001164681	CDS	Liver
chr8	105083830	NM_001159415	CDS	Liver
chr8	105636662	NM_181322	5UTR	Liver
chr8	105856158	NM_021513	CDS	Liver
chr8	105881017	NM_181594	5UTR	Liver
chr8	105966012	NR_045594	ncRNA	Liver
chr8	106136702	NM_176838	CDS	Liver
chr8	107096286	NR_104410	ncRNA	Liver
chr8	107150781	NM_025558	CDS	Liver
chr8	109575622	NM_017370	CDS	Liver
chr8	109576752	NM_017370	CDS	Liver
chr8	109577191	NM_017370	CDS	Liver
chr8	109606309	NM_020046	CDS	Liver
chr8	109868621	NM_001122594	CDS	Liver
chr8	109994666	NM_146214	CDS	Liver
chr8	109999149	NM_146214	3UTR	Liver
chr8	111047053	NM_146217	CDS	Liver
chr8	111259097	NM_009149	CDS	Liver
chr8	111522003	NM_001170743	5UTR	Liver
chr8	111714171	NM_001198839	CDS	Liver
chr8	119910895	NM_009462	5UTR	Liver
chr8	122403262	NM_001029993	CDS	Liver
chr8	122576605	NM_009698	CDS	Liver
chr8	123079494	NM_153176	CDS	Liver
chr8	123373970	NM_001286362	CDS	Liver
chr8	123477988	NR_028260	ncRNA	Liver
chr8	124520886	NM_029746	CDS	Liver
chr8	124897604	NM_198103	CDS	Liver
chr8	126970868	NM_172762	CDS	Liver
chr8	128468459	NM_008737	CDS	Liver
chr9	13827894	NM_176836	5UTR	Liver
chr9	21425044	NM_001253894	5UTR	Liver
chr9	21547008	NM_021531	CDS	Liver
chr9	21593015	NM_178619	CDS	Liver
chr9	21635900	NM_001174079	CDS	Liver
chr9	21767253	NM_145611	3UTR	Liver
chr9	21837189	NM_001080940	3UTR	Liver
chr9	21926097	NR_045606	ncRNA	Liver
chr9	22130003	NM_007388	CDS	Liver
chr9	26999461	NM_025862	CDS	Liver
chr9	35570022	NM_029762	5UTR	Liver
chr9	36780152	NM_007915	CDS	Liver
chr9	36797273	NM_001199494	5UTR	Liver
chr9	43239695	NM_178644	5UTR	Liver
chr9	44914785	NM_013795	CDS	Liver
chr9	45042715	NM_007962	5UTR	Liver
chr9	45945774	NM_001289668	CDS	Liver
chr9	46228981	NM_009692	CDS	Liver
chr9	46229206	NM_009692	CDS	Liver
chr9	46230131	NM_009692	CDS	Liver
chr9	46241115	NM_007468	5UTR	Liver
chr9	48479375	NM_024233	CDS	Liver
chr9	48480508	NM_024233	CDS	Liver
chr9	48494158	NR_037589	ncRNA	Liver
chr9	48495232	NR_037589	ncRNA	Liver
chr9	48604994	NM_010924	5UTR	Liver
chr9	55512096	NM_145615	5UTR	Liver
chr9	57521365	NM_007747	CDS	Liver
chr9	59486171	NM_019927	CDS	Liver
chr9	59669050	NM_011099	CDS	Liver
chr9	63757741	NM_016769	5UTR	Liver
chr9	65294434	NM_001044389	5UTR	Liver
chr9	65312125	NM_011802	CDS	Liver
chr9	65676685	NM_010952	5UTR	Liver
chr9	66060315	NM_011149	CDS	Liver
chr9	67346509	NM_001081242	CDS	Liver
chr9	67858843	NM_177184	CDS	Liver
chr9	67973398	NM_177184	CDS	Liver
chr9	69289980	NM_001289916	5UTR	Liver
chr9	70503645	NM_033604	5UTR	Liver
chr9	70679158	NM_007399	5UTR	Liver
chr9	70812853	NM_008280	CDS	Liver
chr9	72721363	NM_010890	CDS	Liver
chr9	72980035	NM_001198789	CDS	Liver
chr9	74953142	NM_001113283	5UTR	Liver
chr9	77754723	NM_010295	5UTR	Liver
chr9	78448498	NM_026658	CDS	Liver
chr9	78480379	NM_010106	CDS	Liver
chr9	79758544	NM_009945	CDS	Liver
chr9	79793250	NM_133718	5UTR	Liver
chr9	83548431	NM_172507	5UTR	Liver
chr9	85326671	NM_001160379	CDS	Liver
chr9	85749179	NM_001081282	5UTR	Liver
chr9	85844146	NM_001164792	CDS	Liver
chr9	86679937	NM_008615	CDS	Liver
chr9	88438810	NM_172926	CDS	Liver
chr9	88456451	NM_001284328	CDS	Liver
chr9	88482349	NM_001284328	5UTR	Liver
chr9	90114587	NM_001039147	5UTR	Liver
chr9	90199846	NM_001003911	CDS	Liver
chr9	90270507	NM_194334	CDS	Liver
chr9	95560152	NM_198414	CDS	Liver
chr9	95560668	NM_198414	CDS	Liver
chr9	95561850	NM_198414	3UTR	Liver
chr9	96364222	NM_007502	5UTR	Liver
chr9	96478513	NM_011279	CDS	Liver
chr9	98563781	NM_015827	5UTR	Liver
chr9	101034771	NM_025835	CDS	Liver
chr9	102618881	NM_001301689	CDS	Liver
chr9	102626332	NM_181394	5UTR	Liver
chr9	102629831	NM_181394	CDS	Liver
chr9	103008588	NM_033314	5UTR	Liver
chr9	103215903	NM_133977	CDS	Liver
chr9	103219870	NM_133977	CDS	Liver
chr9	103220988	NM_133977	CDS	Liver
chr9	103225138	NM_133977	CDS	Liver
chr9	103226907	NM_133977	CDS	Liver
chr9	103227989	NM_133977	CDS	Liver
chr9	103268385	NM_027918	CDS	Liver
chr9	103324461	NM_176979	CDS	Liver
chr9	103354648	NM_001134427	3UTR	Liver
chr9	103365206	NM_001134426	CDS	Liver
chr9	104063012	NM_025692	5UTR	Liver
chr9	104262852	NM_001163026	5UTR	Liver
chr9	106158001	NM_174846	5UTR	Liver
chr9	106203151	NM_011876	5UTR	Liver
chr9	106247614	NM_001291835	5UTR	Liver
chr9	106822033	NM_001015507	5UTR	Liver
chr9	107635222	NM_008138	5UTR	Liver
chr9	107652154	NM_001199218	CDS	Liver
chr9	108049385	NM_177910	5UTR	Liver
chr9	108091857	NM_146226	CDS	Liver
chr9	108339445	NM_008160	CDS	Liver
chr9	108339993	NM_008160	CDS	Liver
chr9	108347970	NM_011678	CDS	Liver
chr9	108569996	NM_026378	CDS	Liver
chr9	109082073	NM_183250	CDS	Liver
chr9	110132157	NM_009211	CDS	Liver
chr9	110387406	NM_001081043	CDS	Liver
chr9	110656602	NM_028312	CDS	Liver
chr9	110742391	NM_001083936	5UTR	Liver
chr9	110879947	NM_146260	5UTR	Liver
chr9	113652412	NM_011052	3UTR	Liver
chr9	114843934	NM_027294	5UTR	Liver
chr9	115266157	NM_024222	CDS	Liver
chr9	115310132	NM_024222	5UTR	Liver
chr9	118506429	NM_018748	5UTR	Liver
chr9	118626568	NM_133721	CDS	Liver
chr9	119322216	NR_045693	ncRNA	Liver
chr9	119392287	NM_001199568	3UTR	Liver
chr9	123113293	NM_001081188	CDS	Liver
chr9	123436287	NM_153168	CDS	Liver
chr9	123461985	NM_153168	3UTR	Liver
chr9	124424063	NR_102721	ncRNA	Liver
chr10	7955973	NM_138667	5UTR	Liver
chr10	9770549	NM_001081344	CDS	Liver
chr10	10546258	NM_026405	3UTR	Liver
chr10	17947663	NM_001033432	CDS	Liver
chr10	21395579	NM_178713	CDS	Liver
chr10	22148718	NM_001254745	CDS	Liver
chr10	24595661	NM_010217	5UTR	Liver
chr10	28074990	NM_008983	5UTR	Liver
chr10	37136326	NM_008538	CDS	Liver
chr10	40025051	NM_144821	5UTR	Liver
chr10	40080775	NM_028247	CDS	Liver
chr10	40349481	NM_001168304	5UTR	Liver
chr10	41519616	NM_016898	CDS	Liver
chr10	42018344	NM_001034858	5UTR	Liver
chr10	42502307	NM_017472	5UTR	Liver
chr10	42761724	NM_153055	5UTR	Liver
chr10	43022275	NM_175407	CDS	Liver
chr10	52381990	NM_053187	5UTR	Liver
chr10	52417698	NM_030250	5UTR	Liver
chr10	54074696	NM_008548	CDS	Liver
chr10	54075628	NM_008548	5UTR	Liver
chr10	57532366	NM_019760	CDS	Liver
chr10	61452527	NM_010124	CDS	Liver
chr10	61695665	NM_027912	CDS	Liver
chr10	62559495	NM_028197	CDS	Liver
chr10	63244036	NM_026101	5UTR	Liver
chr10	63338809	NM_001159589	CDS	Liver
chr10	75518083	NM_026095	5UTR	Liver
chr10	75859471	NM_010798	3UTR	Liver
chr10	75935962	NM_175329	5UTR	Liver
chr10	76442698	NM_001282992	5UTR	Liver
chr10	77055727	NM_009929	CDS	Liver
chr10	77058773	NM_009929	CDS	Liver
chr10	77113489	NM_001109991	CDS	Liver
chr10	77617305	NM_001301673	3UTR	Liver
chr10	79861073	NM_001170935	3UTR	Liver
chr10	79984117	NM_001003949	CDS	Liver
chr10	80037189	NM_025554	CDS	Liver
chr10	80142495	NM_025313	CDS	Liver
chr10	80260840	NM_010255	CDS	Liver
chr10	80335377	NM_139292	3UTR	Liver
chr10	80335715	NM_139292	3UTR	Liver
chr10	80336177	NM_139292	3UTR	Liver
chr10	80399355	NM_013595	5UTR	Liver
chr10	80590237	NM_145421	5UTR	Liver
chr10	80900676	NM_013895	CDS	Liver
chr10	81106058	NM_023138	5UTR	Liver
chr10	81176705	NM_007907	5UTR	Liver
chr10	81321323	NM_027381	CDS	Liver
chr10	81357691	NM_028657	CDS	Liver
chr10	81544966	NM_010301	5UTR	Liver
chr10	81559634	NR_074087	ncRNA	Liver
chr10	82859272	NM_015762	5UTR	Liver
chr10	82860593	NM_001042513	5UTR	Liver
chr10	82877328	NM_001042523	CDS	Liver
chr10	82883925	NM_001042523	CDS	Liver
chr10	85131775	NM_007771	3UTR	Liver
chr10	86691692	NM_011631	CDS	Liver
chr10	86704361	NM_011631	CDS	Liver
chr10	86705383	NM_011631	5UTR	Liver
chr10	90969719	NM_001177397	3UTR	Liver
chr10	91123637	NM_133668	CDS	Liver
chr10	95563865	NM_027722	5UTR	Liver
chr10	100487253	NM_001110013	5UTR	Liver
chr10	115315401	NM_024454	5UTR	Liver
chr10	116319510	NM_029928	CDS	Liver
chr10	117367916	NM_001013391	CDS	Liver
chr10	120208876	NM_026617	CDS	Liver
chr10	120978869	NM_001081193	CDS	Liver
chr10	122097033	NM_153059	CDS	Liver
chr10	123076247	NM_001163024	5UTR	Liver
chr10	127022633	NM_025537	CDS	Liver
chr10	127098587	NM_177614	CDS	Liver
chr10	127100209	NM_177614	CDS	Liver
chr10	127166135	NR_045166	ncRNA	Liver
chr10	127170696	NR_045166	ncRNA	Liver
chr10	127266453	NM_001190453	5UTR	Liver
chr10	127349845	NM_008382	3UTR	Liver
chr10	127521112	NM_028230	CDS	Liver
chr10	127539009	NM_008512	CDS	Liver
chr10	127553823	NM_008512	CDS	Liver
chr10	127556959	NM_008512	CDS	Liver
chr10	127557267	NM_008512	CDS	Liver
chr10	127567242	NM_008512	CDS	Liver
chr10	127568695	NM_008512	CDS	Liver
chr10	127568974	NM_008512	CDS	Liver
chr10	127575463	NM_008512	CDS	Liver
chr10	127576567	NM_008512	CDS	Liver
chr10	127612723	NM_008512	CDS	Liver
chr10	128059104	NM_019766	5UTR	Liver
chr10	128194770	NM_001285777	5UTR	Liver
chr10	128232103	NM_001164080	5UTR	Liver
chr10	128254597	NM_133996	CDS	Liver
chr10	128270652	NM_019963	5UTR	Liver
chr10	128408745	NM_027257	CDS	Liver
chr10	128459353	NM_001114097	CDS	Liver
chr10	128670392	NM_173733	3UTR	Liver
chr11	3129842	NR_003517	ncRNA	Liver
chr11	3917662	NM_015749	CDS	Liver
chr11	3919358	NM_015749	CDS	Liver
chr11	4097419	NM_144520	3UTR	Liver
chr11	4116740	NM_144520	CDS	Liver
chr11	4704241	NM_197979	CDS	Liver
chr11	5070358	NM_007968	CDS	Liver
chr11	5521083	NM_013842	CDS	Liver
chr11	5788589	NM_001146309	CDS	Liver
chr11	6415928	NM_008907	CDS	Liver
chr11	6475882	NM_011221	CDS	Liver
chr11	7198141	NM_008341	CDS	Liver
chr11	11885103	NR_045178	ncRNA	Liver
chr11	17159473	NM_024459	5UTR	Liver
chr11	17211446	NM_025443	CDS	Liver
chr11	20100916	NM_146243	CDS	Liver
chr11	20201626	NM_008996	5UTR	Liver
chr11	21371124	NM_001290634	5UTR	Liver
chr11	29173054	NM_134034	5UTR	Liver
chr11	29742083	NM_024226	3UTR	Liver
chr11	30771929	NM_134013	5UTR	Liver
chr11	30851209	NM_134013	CDS	Liver
chr11	45852115	NM_001045520	5UTR	Liver
chr11	49712518	NM_212484	5UTR	Liver
chr11	50148202	NM_029745	CDS	Liver
chr11	50202556	NM_011018	CDS	Liver
chr11	50297111	NM_007597	CDS	Liver
chr11	50325513	NM_007597	5UTR	Liver
chr11	50398450	NM_172557	CDS	Liver
chr11	51606735	NM_001048061	5UTR	Liver
chr11	51756276	NM_175255	5UTR	Liver
chr11	51967765	NM_029976	CDS	Liver
chr11	51997889	NM_009458	CDS	Liver
chr11	52098993	NM_019411	5UTR	Liver
chr11	52383945	NM_011694	CDS	Liver
chr11	53422859	NM_153069	CDS	Liver
chr11	53457333	NM_001290789	5UTR	Liver
chr11	53479696	NM_183173	CDS	Liver
chr11	53707166	NM_009012	5UTR	Liver
chr11	54866504	NM_008248	CDS	Liver
chr11	54903002	NM_008161	CDS	Liver
chr11	55098205	NM_010299	CDS	Liver
chr11	58040743	NM_028451	CDS	Liver
chr11	58307181	NM_001040686	5UTR	Liver
chr11	59662774	NM_012027	5UTR	Liver
chr11	60220520	NM_011480	CDS	Liver
chr11	60538118	NM_172943	5UTR	Liver
chr11	61251012	NM_007437	CDS	Liver
chr11	61267018	NM_007437	5UTR	Liver
chr11	69325532	NM_001024206	CDS	Liver
chr11	69633067	NM_011814	5UTR	Liver
chr11	69656830	NM_011900	3UTR	Liver
chr11	69901949	NM_001013414	CDS	Liver
chr11	69921269	NM_001166589	5UTR	Liver
chr11	69991694	NM_019749	5UTR	Liver
chr11	70015318	NM_017366	CDS	Liver
chr11	70214672	NM_153081	CDS	Liver
chr11	70238282	NM_173742	3UTR	Liver
chr11	70239734	NM_173742	CDS	Liver
chr11	70432702	NM_001271360	5UTR	Liver
chr11	70654486	NM_011072	5UTR	Liver
chr11	70706075	NM_153103	CDS	Liver
chr11	70724943	NM_153103	CDS	Liver
chr11	70726325	NM_153103	CDS	Liver
chr11	70999864	NM_178367	CDS	Liver
chr11	72982727	NM_001163337	CDS	Liver
chr11	74724242	NM_013625	5UTR	Liver
chr11	75410973	NM_011340	CDS	Liver
chr11	75414017	NM_011340	CDS	Liver
chr11	75432420	NM_008878	CDS	Liver
chr11	75526122	NM_001004157	CDS	Liver
chr11	75588219	NM_008850	5UTR	Liver
chr11	78261844	NM_001002004	5UTR	Liver
chr11	78289947	NM_001002004	CDS	Liver
chr11	78499591	NM_011707	CDS	Liver
chr11	78499864	NM_011707	CDS	Liver
chr11	78501730	NM_011707	CDS	Liver
chr11	78512384	NM_026389	CDS	Liver
chr11	80817597	NM_029537	CDS	Liver
chr11	82818515	NM_001164571	CDS	Liver
chr11	83504856	NM_027427	CDS	Liver
chr11	84870014	NM_153144	5UTR	Liver
chr11	85311415	NM_016910	5UTR	Liver
chr11	86757424	NM_001003908	5UTR	Liver
chr11	87980968	NM_001168472	3UTR	Liver
chr11	87987401	NM_026556	5UTR	Liver
chr11	90387875	NM_172563	CDS	Liver
chr11	90638345	NM_199008	CDS	Liver
chr11	94211578	NM_009427	5UTR	Liver
chr11	94321827	NM_026313	5UTR	Liver
chr11	94328201	NM_146024	5UTR	Liver
chr11	94558136	NM_153807	3UTR	Liver
chr11	94558691	NM_153807	CDS	Liver
chr11	94573170	NM_153807	CDS	Liver
chr11	94629886	NM_133807	5UTR	Liver
chr11	94656560	NM_053161	CDS	Liver
chr11	94950525	NM_007742	CDS	Liver
chr11	96034998	NM_033568	5UTR	Liver
chr11	96065180	NM_172300	CDS	Liver
chr11	97531951	NM_018873	CDS	Liver
chr11	97833658	NM_010688	CDS	Liver
chr11	98582087	NM_025661	3UTR	Liver
chr11	98772017	NM_145434	CDS	Liver
chr11	98937789	NM_009024	5UTR	Liver
chr11	99041445	NM_010517	5UTR	Liver
chr11	99052289	NM_010517	3UTR	Liver
chr11	99386021	NM_010660	CDS	Liver
chr11	100320065	NM_011508	5UTR	Liver
chr11	100619550	NM_019795	CDS	Liver
chr11	100939345	NM_011486	5UTR	Liver
chr11	100959022	NM_008986	CDS	Liver
chr11	101070250	NM_013792	CDS	Liver
chr11	101316342	NM_011192	5UTR	Liver
chr11	101367809	NM_008061	CDS	Liver
chr11	101376617	NM_008061	CDS	Liver
chr11	101425230	NM_026865	5UTR	Liver
chr11	101581519	NM_008676	3UTR	Liver
chr11	102145640	NM_145829	CDS	Liver
chr11	103403879	NM_183034	5UTR	Liver
chr11	106037040	NM_027946	5UTR	Liver
chr11	106217069	NM_028074	5UTR	Liver
chr11	106501029	NR_030703	ncRNA	Liver
chr11	106788391	NM_007840	5UTR	Liver
chr11	107479599	NM_025894	CDS	Liver
chr11	108409266	NM_013475	CDS	Liver
chr11	109651039	NM_021880	5UTR	Liver
chr11	109667552	NM_021880	CDS	Liver
chr11	109673478	NM_153782	CDS	Liver
chr11	112782504	NM_011448	5UTR	Liver
chr11	113649680	NM_013581	CDS	Liver
chr11	114710162	NM_053273	CDS	Liver
chr11	114757772	NM_001034878	3UTR	Liver
chr11	115708469	NM_008163	5UTR	Liver
chr11	116274022	NM_146032	CDS	Liver
chr11	116852264	NM_011358	CDS	Liver
chr11	116945564	NM_172948	CDS	Liver
chr11	117290536	NM_001113486	CDS	Liver
chr11	117813158	NM_009304	CDS	Liver
chr11	118272237	NM_001033528	CDS	Liver
chr11	118290034	NM_001033528	5UTR	Liver
chr11	120433106	NM_199469	CDS	Liver
chr11	120437588	NM_199469	5UTR	Liver
chr11	120478565	NM_008244	CDS	Liver
chr11	120488486	NM_027204	3UTR	Liver
chr11	120572749	NM_011032	CDS	Liver
chr11	120610232	NM_024229	3UTR	Liver
chr11	120615905	NM_024229	CDS	Liver
chr11	120781342	NM_009053	3UTR	Liver
chr11	120963857	NM_027874	3UTR	Liver
chr11	120991187	NM_139059	5UTR	Liver
chr12	3309832	NM_016676	5UTR	Liver
chr12	8012419	NM_009693	CDS	Liver
chr12	8208193	NM_001167767	5UTR	Liver
